CEE iTOF det-fee channel map,,,,,
Note that the first 3 lines will be passed,,,,,
detid,stripid,sideid,feeid,channelid,globalid
18,19,1,129,4,208
18,20,0,134,4,209
18,3,1,128,4,210
18,4,0,135,4,211
18,18,1,129,5,212
18,21,0,134,5,213
18,2,1,128,5,214
18,5,0,135,5,215
18,17,1,129,6,216
18,22,0,134,6,217
18,1,1,128,6,218
18,6,0,135,6,219
18,16,1,129,7,220
18,23,0,134,7,221
18,0,1,128,7,222
18,7,0,135,7,223
18,31,1,129,8,224
18,24,0,134,8,225
18,15,1,128,8,226
18,8,0,135,8,227
18,30,1,129,9,228
18,25,0,134,9,229
18,14,1,128,9,230
18,9,0,135,9,231
18,29,1,129,10,232
18,26,0,134,10,233
18,13,1,128,10,234
18,10,0,135,10,235
18,28,1,129,11,236
18,27,0,134,11,237
18,12,1,128,11,238
18,11,0,135,11,239
18,27,1,129,12,240
18,28,0,134,12,241
18,11,1,128,12,242
18,12,0,135,12,243
18,26,1,129,13,244
18,29,0,134,13,245
18,10,1,128,13,246
18,13,0,135,13,247
18,25,1,129,14,248
18,30,0,134,14,249
18,9,1,128,14,250
18,14,0,135,14,251
18,24,1,129,15,252
18,31,0,134,15,253
18,8,1,128,15,254
18,15,0,135,15,255
19,23,1,119,0,256
19,16,0,124,0,257
19,7,1,120,0,258
19,0,0,123,0,259
19,22,1,119,1,260
19,17,0,124,1,261
19,6,1,120,1,262
19,1,0,123,1,263
19,21,1,119,2,264
19,18,0,124,2,265
19,5,1,120,2,266
19,2,0,123,2,267
19,20,1,119,3,268
19,19,0,124,3,269
19,4,1,120,3,270
19,3,0,123,3,271
19,19,1,119,4,272
19,20,0,124,4,273
19,3,1,120,4,274
19,4,0,123,4,275
19,18,1,119,5,276
19,21,0,124,5,277
19,2,1,120,5,278
19,5,0,123,5,279
19,17,1,119,6,280
19,22,0,124,6,281
19,1,1,120,6,282
19,6,0,123,6,283
19,16,1,119,7,284
19,23,0,124,7,285
19,0,1,120,7,286
19,7,0,123,7,287
19,31,1,119,8,288
19,24,0,124,8,289
19,15,1,120,8,290
19,8,0,123,8,291
19,30,1,119,9,292
19,25,0,124,9,293
19,14,1,120,9,294
19,9,0,123,9,295
19,29,1,119,10,296
19,26,0,124,10,297
19,13,1,120,10,298
19,10,0,123,10,299
19,28,1,119,11,300
19,27,0,124,11,301
19,12,1,120,11,302
19,11,0,123,11,303
19,27,1,119,12,304
19,28,0,124,12,305
19,11,1,120,12,306
19,12,0,123,12,307
19,26,1,119,13,308
19,29,0,124,13,309
19,10,1,120,13,310
19,13,0,123,13,311
19,25,1,119,14,312
19,30,0,124,14,313
19,9,1,120,14,314
19,14,0,123,14,315
19,24,1,119,15,316
19,31,0,124,15,317
19,8,1,120,15,318
19,15,0,123,15,319
20,23,1,109,0,320
20,16,0,114,0,321
20,7,1,108,0,322
20,0,0,113,0,323
20,22,1,109,1,324
20,17,0,114,1,325
20,6,1,108,1,326
20,1,0,113,1,327
20,21,1,109,2,328
20,18,0,114,2,329
20,5,1,108,2,330
20,2,0,113,2,331
20,20,1,109,3,332
20,19,0,114,3,333
20,4,1,108,3,334
20,3,0,113,3,335
20,19,1,109,4,336
20,20,0,114,4,337
20,3,1,108,4,338
20,4,0,113,4,339
20,18,1,109,5,340
20,21,0,114,5,341
20,2,1,108,5,342
20,5,0,113,5,343
20,17,1,109,6,344
20,22,0,114,6,345
20,1,1,108,6,346
20,6,0,113,6,347
20,16,1,109,7,348
20,23,0,114,7,349
20,0,1,108,7,350
20,7,0,113,7,351
20,31,1,109,8,352
20,24,0,114,8,353
20,15,1,108,8,354
20,8,0,113,8,355
20,30,1,109,9,356
20,25,0,114,9,357
20,14,1,108,9,358
20,9,0,113,9,359
20,29,1,109,10,360
20,26,0,114,10,361
20,13,1,108,10,362
20,10,0,113,10,363
20,28,1,109,11,364
20,27,0,114,11,365
20,12,1,108,11,366
20,11,0,113,11,367
20,27,1,109,12,368
20,28,0,114,12,369
20,11,1,108,12,370
20,12,0,113,12,371
20,26,1,109,13,372
20,29,0,114,13,373
20,10,1,108,13,374
20,13,0,113,13,375
20,25,1,109,14,376
20,30,0,114,14,377
20,9,1,108,14,378
20,14,0,113,14,379
20,24,1,109,15,380
20,31,0,114,15,381
20,8,1,108,15,382
20,15,0,113,15,383
9,23,1,31,0,384
9,16,0,36,0,385
9,7,1,30,0,386
9,0,0,35,0,387
9,22,1,31,1,388
9,17,0,36,1,389
9,6,1,30,1,390
9,1,0,35,1,391
9,21,1,31,2,392
9,18,0,36,2,393
9,5,1,30,2,394
9,2,0,35,2,395
9,20,1,31,3,396
9,19,0,36,3,397
9,4,1,30,3,398
9,3,0,35,3,399
9,19,1,31,4,400
9,20,0,36,4,401
9,3,1,30,4,402
9,4,0,35,4,403
9,18,1,31,5,404
9,21,0,36,5,405
9,2,1,30,5,406
9,5,0,35,5,407
9,17,1,31,6,408
9,22,0,36,6,409
9,1,1,30,6,410
9,6,0,35,6,411
9,16,1,31,7,412
9,23,0,36,7,413
9,0,1,30,7,414
9,7,0,35,7,415
9,31,1,31,8,416
9,24,0,36,8,417
9,15,1,30,8,418
9,8,0,35,8,419
9,30,1,31,9,420
9,25,0,36,9,421
9,14,1,30,9,422
9,9,0,35,9,423
9,29,1,31,10,424
9,26,0,36,10,425
9,13,1,30,10,426
9,10,0,35,10,427
9,28,1,31,11,428
9,27,0,36,11,429
9,12,1,30,11,430
9,11,0,35,11,431
9,27,1,31,12,432
9,28,0,36,12,433
9,11,1,30,12,434
9,12,0,35,12,435
9,26,1,31,13,436
9,29,0,36,13,437
9,10,1,30,13,438
9,13,0,35,13,439
9,25,1,31,14,440
9,30,0,36,14,441
9,9,1,30,14,442
9,14,0,35,14,443
9,24,1,31,15,444
9,31,0,36,15,445
9,8,1,30,15,446
9,15,0,35,15,447
10,23,1,23,0,448
10,16,0,28,0,449
10,7,1,22,0,450
10,0,0,27,0,451
10,22,1,23,1,452
10,17,0,28,1,453
10,6,1,22,1,454
10,1,0,27,1,455
10,21,1,23,2,456
10,18,0,28,2,457
10,5,1,22,2,458
10,2,0,27,2,459
10,20,1,23,3,460
10,19,0,28,3,461
10,4,1,22,3,462
10,3,0,27,3,463
10,19,1,23,4,464
10,20,0,28,4,465
10,3,1,22,4,466
10,4,0,27,4,467
10,18,1,23,5,468
10,21,0,28,5,469
10,2,1,22,5,470
10,5,0,27,5,471
10,17,1,23,6,472
10,22,0,28,6,473
10,1,1,22,6,474
10,6,0,27,6,475
10,16,1,23,7,476
10,23,0,28,7,477
10,0,1,22,7,478
10,7,0,27,7,479
10,31,1,23,8,480
10,24,0,28,8,481
10,15,1,22,8,482
10,8,0,27,8,483
10,30,1,23,9,484
10,25,0,28,9,485
10,14,1,22,9,486
10,9,0,27,9,487
10,29,1,23,10,488
10,26,0,28,10,489
10,13,1,22,10,490
10,10,0,27,10,491
10,28,1,23,11,492
10,27,0,28,11,493
10,12,1,22,11,494
10,11,0,27,11,495
10,27,1,23,12,496
10,28,0,28,12,497
10,11,1,22,12,498
10,12,0,27,12,499
10,26,1,23,13,500
10,29,0,28,13,501
10,10,1,22,13,502
10,13,0,27,13,503
10,25,1,23,14,504
10,30,0,28,14,505
10,9,1,22,14,506
10,14,0,27,14,507
10,24,1,23,15,508
10,31,0,28,15,509
10,8,1,22,15,510
10,15,0,27,15,511
11,23,1,12,0,512
11,16,0,17,0,513
11,7,1,11,0,514
11,0,0,16,0,515
11,22,1,12,1,516
11,17,0,17,1,517
11,6,1,11,1,518
11,1,0,16,1,519
11,21,1,12,2,520
11,18,0,17,2,521
11,5,1,11,2,522
11,2,0,16,2,523
11,20,1,12,3,524
11,19,0,17,3,525
11,4,1,11,3,526
11,3,0,16,3,527
11,19,1,12,4,528
11,20,0,17,4,529
11,3,1,11,4,530
11,4,0,16,4,531
11,18,1,12,5,532
11,21,0,17,5,533
11,2,1,11,5,534
11,5,0,16,5,535
11,17,1,12,6,536
11,22,0,17,6,537
11,1,1,11,6,538
11,6,0,16,6,539
11,16,1,12,7,540
11,23,0,17,7,541
11,0,1,11,7,542
11,7,0,16,7,543
11,31,1,12,8,544
11,24,0,17,8,545
11,15,1,11,8,546
11,8,0,16,8,547
11,30,1,12,9,548
11,25,0,17,9,549
11,14,1,11,9,550
11,9,0,16,9,551
11,29,1,12,10,552
11,26,0,17,10,553
11,13,1,11,10,554
11,10,0,16,10,555
11,28,1,12,11,556
11,27,0,17,11,557
11,12,1,11,11,558
11,11,0,16,11,559
11,27,1,12,12,560
11,28,0,17,12,561
11,11,1,11,12,562
11,12,0,16,12,563
11,26,1,12,13,564
11,29,0,17,13,565
11,10,1,11,13,566
11,13,0,16,13,567
11,25,1,12,14,568
11,30,0,17,14,569
11,9,1,11,14,570
11,14,0,16,14,571
11,24,1,12,15,572
11,31,0,17,15,573
11,8,1,11,15,574
11,15,0,16,15,575
12,31,1,145,0,576
12,24,0,139,0,577
12,15,1,144,0,578
12,8,0,138,0,579
12,30,1,145,1,580
12,25,0,139,1,581
12,14,1,144,1,582
12,9,0,138,1,583
12,29,1,145,2,584
12,26,0,139,2,585
12,13,1,144,2,586
12,10,0,138,2,587
12,28,1,145,3,588
12,27,0,139,3,589
12,12,1,144,3,590
12,11,0,138,3,591
12,27,1,145,4,592
12,28,0,139,4,593
12,11,1,144,4,594
12,12,0,138,4,595
12,26,1,145,5,596
12,29,0,139,5,597
12,10,1,144,5,598
12,13,0,138,5,599
12,25,1,145,6,600
12,30,0,139,6,601
12,9,1,144,6,602
12,14,0,138,6,603
12,24,1,145,7,604
12,31,0,139,7,605
12,8,1,144,7,606
12,15,0,138,7,607
12,23,1,145,8,608
12,16,0,139,8,609
12,7,1,144,8,610
12,0,0,138,8,611
12,22,1,145,9,612
12,17,0,139,9,613
12,6,1,144,9,614
12,1,0,138,9,615
12,21,1,145,10,616
12,18,0,139,10,617
12,5,1,144,10,618
12,2,0,138,10,619
12,20,1,145,11,620
12,19,0,139,11,621
12,4,1,144,11,622
12,3,0,138,11,623
12,19,1,145,12,624
12,20,0,139,12,625
12,3,1,144,12,626
12,4,0,138,12,627
12,18,1,145,13,628
12,21,0,139,13,629
12,2,1,144,13,630
12,5,0,138,13,631
12,17,1,145,14,632
12,22,0,139,14,633
12,1,1,144,14,634
12,6,0,138,14,635
12,16,1,145,15,636
12,23,0,139,15,637
12,0,1,144,15,638
12,7,0,138,15,639
13,31,1,137,0,640
13,24,0,131,0,641
13,15,1,136,0,642
13,8,0,130,0,643
13,30,1,137,1,644
13,25,0,131,1,645
13,14,1,136,1,646
13,9,0,130,1,647
13,29,1,137,2,648
13,26,0,131,2,649
13,13,1,136,2,650
13,10,0,130,2,651
13,28,1,137,3,652
13,27,0,131,3,653
13,12,1,136,3,654
13,11,0,130,3,655
13,27,1,137,4,656
13,28,0,131,4,657
13,11,1,136,4,658
13,12,0,130,4,659
13,26,1,137,5,660
13,29,0,131,5,661
13,10,1,136,5,662
13,13,0,130,5,663
13,25,1,137,6,664
13,30,0,131,6,665
13,9,1,136,6,666
13,14,0,130,6,667
13,24,1,137,7,668
13,31,0,131,7,669
13,8,1,136,7,670
13,15,0,130,7,671
13,23,1,137,8,672
13,16,0,131,8,673
13,7,1,136,8,674
13,0,0,130,8,675
13,22,1,137,9,676
13,17,0,131,9,677
13,6,1,136,9,678
13,1,0,130,9,679
13,21,1,137,10,680
13,18,0,131,10,681
13,5,1,136,10,682
13,2,0,130,10,683
13,20,1,137,11,684
13,19,0,131,11,685
13,4,1,136,11,686
13,3,0,130,11,687
13,19,1,137,12,688
13,20,0,131,12,689
13,3,1,136,12,690
13,4,0,130,12,691
13,18,1,137,13,692
13,21,0,131,13,693
13,2,1,136,13,694
13,5,0,130,13,695
13,17,1,137,14,696
13,22,0,131,14,697
13,1,1,136,14,698
13,6,0,130,14,699
13,16,1,137,15,700
13,23,0,131,15,701
13,0,1,136,15,702
13,7,0,130,15,703
14,31,1,126,0,704
14,24,0,122,0,705
14,15,1,125,0,706
14,8,0,121,0,707
14,30,1,126,1,708
14,25,0,122,1,709
14,14,1,125,1,710
14,9,0,121,1,711
14,29,1,126,2,712
14,26,0,122,2,713
14,13,1,125,2,714
14,10,0,121,2,715
14,28,1,126,3,716
14,27,0,122,3,717
14,12,1,125,3,718
14,11,0,121,3,719
14,27,1,126,4,720
14,28,0,122,4,721
14,11,1,125,4,722
14,12,0,121,4,723
14,26,1,126,5,724
14,29,0,122,5,725
14,10,1,125,5,726
14,13,0,121,5,727
14,25,1,126,6,728
14,30,0,122,6,729
14,9,1,125,6,730
14,14,0,121,6,731
14,24,1,126,7,732
14,31,0,122,7,733
14,8,1,125,7,734
14,15,0,121,7,735
14,23,1,126,8,736
14,16,0,122,8,737
14,7,1,125,8,738
14,0,0,121,8,739
14,22,1,126,9,740
14,17,0,122,9,741
14,6,1,125,9,742
14,1,0,121,9,743
14,21,1,126,10,744
14,18,0,122,10,745
14,5,1,125,10,746
14,2,0,121,10,747
14,20,1,126,11,748
14,19,0,122,11,749
14,4,1,125,11,750
14,3,0,121,11,751
14,19,1,126,12,752
14,20,0,122,12,753
14,3,1,125,12,754
14,4,0,121,12,755
14,18,1,126,13,756
14,21,0,122,13,757
14,2,1,125,13,758
14,5,0,121,13,759
14,17,1,126,14,760
14,22,0,122,14,761
14,1,1,125,14,762
14,6,0,121,14,763
14,16,1,126,15,764
14,23,0,122,15,765
14,0,1,125,15,766
14,7,0,121,15,767
0,31,1,8,0,768
0,24,0,4,0,769
0,15,1,7,0,770
0,8,0,3,0,771
0,30,1,8,1,772
0,25,0,4,1,773
0,14,1,7,1,774
0,9,0,3,1,775
0,29,1,8,2,776
0,26,0,4,2,777
0,13,1,7,2,778
0,10,0,3,2,779
0,28,1,8,3,780
0,27,0,4,3,781
0,12,1,7,3,782
0,11,0,3,3,783
0,27,1,8,4,784
0,28,0,4,4,785
0,11,1,7,4,786
0,12,0,3,4,787
0,26,1,8,5,788
0,29,0,4,5,789
0,10,1,7,5,790
0,13,0,3,5,791
0,25,1,8,6,792
0,30,0,4,6,793
0,9,1,7,6,794
0,14,0,3,6,795
0,24,1,8,7,796
0,31,0,4,7,797
0,8,1,7,7,798
0,15,0,3,7,799
0,23,1,8,8,800
0,16,0,4,8,801
0,7,1,7,8,802
0,0,0,3,8,803
0,22,1,8,9,804
0,17,0,4,9,805
0,6,1,7,9,806
0,1,0,3,9,807
0,21,1,8,10,808
0,18,0,4,10,809
0,5,1,7,10,810
0,2,0,3,10,811
0,20,1,8,11,812
0,19,0,4,11,813
0,4,1,7,11,814
0,3,0,3,11,815
0,19,1,8,12,816
0,20,0,4,12,817
0,3,1,7,12,818
0,4,0,3,12,819
0,18,1,8,13,820
0,21,0,4,13,821
0,2,1,7,13,822
0,5,0,3,13,823
0,17,1,8,14,824
0,22,0,4,14,825
0,1,1,7,14,826
0,6,0,3,14,827
0,16,1,8,15,828
0,23,0,4,15,829
0,0,1,7,15,830
0,7,0,3,15,831
1,31,1,47,0,832
1,24,0,43,0,833
1,15,1,46,0,834
1,8,0,42,0,835
1,30,1,47,1,836
1,25,0,43,1,837
1,14,1,46,1,838
1,9,0,42,1,839
1,29,1,47,2,840
1,26,0,43,2,841
1,13,1,46,2,842
1,10,0,42,2,843
1,28,1,47,3,844
1,27,0,43,3,845
1,12,1,46,3,846
1,11,0,42,3,847
1,27,1,47,4,848
1,28,0,43,4,849
1,11,1,46,4,850
1,12,0,42,4,851
1,26,1,47,5,852
1,29,0,43,5,853
1,10,1,46,5,854
1,13,0,42,5,855
1,25,1,47,6,856
1,30,0,43,6,857
1,9,1,46,6,858
1,14,0,42,6,859
1,24,1,47,7,860
1,31,0,43,7,861
1,8,1,46,7,862
1,15,0,42,7,863
1,23,1,47,8,864
1,16,0,43,8,865
1,7,1,46,8,866
1,0,0,42,8,867
1,22,1,47,9,868
1,17,0,43,9,869
1,6,1,46,9,870
1,1,0,42,9,871
1,21,1,47,10,872
1,18,0,43,10,873
1,5,1,46,10,874
1,2,0,42,10,875
1,20,1,47,11,876
1,19,0,43,11,877
1,4,1,46,11,878
1,3,0,42,11,879
1,19,1,47,12,880
1,20,0,43,12,881
1,3,1,46,12,882
1,4,0,42,12,883
1,18,1,47,13,884
1,21,0,43,13,885
1,2,1,46,13,886
1,5,0,42,13,887
1,17,1,47,14,888
1,22,0,43,14,889
1,1,1,46,14,890
1,6,0,42,14,891
1,16,1,47,15,892
1,23,0,43,15,893
1,0,1,46,15,894
1,7,0,42,15,895
2,31,1,45,0,896
2,24,0,41,0,897
2,15,1,44,0,898
2,8,0,40,0,899
2,30,1,45,1,900
2,25,0,41,1,901
2,14,1,44,1,902
2,9,0,40,1,903
2,29,1,45,2,904
2,26,0,41,2,905
2,13,1,44,2,906
2,10,0,40,2,907
2,28,1,45,3,908
2,27,0,41,3,909
2,12,1,44,3,910
2,11,0,40,3,911
2,27,1,45,4,912
2,28,0,41,4,913
2,11,1,44,4,914
2,12,0,40,4,915
2,26,1,45,5,916
2,29,0,41,5,917
2,10,1,44,5,918
2,13,0,40,5,919
2,25,1,45,6,920
2,30,0,41,6,921
2,9,1,44,6,922
2,14,0,40,6,923
2,24,1,45,7,924
2,31,0,41,7,925
2,8,1,44,7,926
2,15,0,40,7,927
2,23,1,45,8,928
2,16,0,41,8,929
2,7,1,44,8,930
2,0,0,40,8,931
2,22,1,45,9,932
2,17,0,41,9,933
2,6,1,44,9,934
2,1,0,40,9,935
2,21,1,45,10,936
2,18,0,41,10,937
2,5,1,44,10,938
2,2,0,40,10,939
2,20,1,45,11,940
2,19,0,41,11,941
2,4,1,44,11,942
2,3,0,40,11,943
2,19,1,45,12,944
2,20,0,41,12,945
2,3,1,44,12,946
2,4,0,40,12,947
2,18,1,45,13,948
2,21,0,41,13,949
2,2,1,44,13,950
2,5,0,40,13,951
2,17,1,45,14,952
2,22,0,41,14,953
2,1,1,44,14,954
2,6,0,40,14,955
2,16,1,45,15,956
2,23,0,41,15,957
2,0,1,44,15,958
2,7,0,40,15,959
21,23,1,112,0,960
21,16,0,117,0,961
21,7,1,111,0,962
21,0,0,116,0,963
21,22,1,112,1,964
21,17,0,117,1,965
21,6,1,111,1,966
21,1,0,116,1,967
21,21,1,112,2,968
21,18,0,117,2,969
21,5,1,111,2,970
21,2,0,116,2,971
21,20,1,112,3,972
21,19,0,117,3,973
21,4,1,111,3,974
21,3,0,116,3,975
21,19,1,112,4,976
21,20,0,117,4,977
21,3,1,111,4,978
21,4,0,116,4,979
21,18,1,112,5,980
21,21,0,117,5,981
21,2,1,111,5,982
21,5,0,116,5,983
21,17,1,112,6,984
21,22,0,117,6,985
21,1,1,111,6,986
21,6,0,116,6,987
21,16,1,112,7,988
21,23,0,117,7,989
21,0,1,111,7,990
21,7,0,116,7,991
21,31,1,112,8,992
21,24,0,117,8,993
21,15,1,111,8,994
21,8,0,116,8,995
21,30,1,112,9,996
21,25,0,117,9,997
21,14,1,111,9,998
21,9,0,116,9,999
21,29,1,112,10,1000
21,26,0,117,10,1001
21,13,1,111,10,1002
21,10,0,116,10,1003
21,28,1,112,11,1004
21,27,0,117,11,1005
21,12,1,111,11,1006
21,11,0,116,11,1007
21,27,1,112,12,1008
21,28,0,117,12,1009
21,11,1,111,12,1010
21,12,0,116,12,1011
21,26,1,112,13,1012
21,29,0,117,13,1013
21,10,1,111,13,1014
21,13,0,116,13,1015
21,25,1,112,14,1016
21,30,0,117,14,1017
21,9,1,111,14,1018
21,14,0,116,14,1019
21,24,1,112,15,1020
21,31,0,117,15,1021
21,8,1,111,15,1022
21,15,0,116,15,1023
22,23,1,151,0,1024
22,16,0,155,0,1025
22,7,1,150,0,1026
22,0,0,154,0,1027
22,22,1,151,1,1028
22,17,0,155,1,1029
22,6,1,150,1,1030
22,1,0,154,1,1031
22,21,1,151,2,1032
22,18,0,155,2,1033
22,5,1,150,2,1034
22,2,0,154,2,1035
22,20,1,151,3,1036
22,19,0,155,3,1037
22,4,1,150,3,1038
22,3,0,154,3,1039
22,19,1,151,4,1040
22,20,0,155,4,1041
22,3,1,150,4,1042
22,4,0,154,4,1043
22,18,1,151,5,1044
22,21,0,155,5,1045
22,2,1,150,5,1046
22,5,0,154,5,1047
22,17,1,151,6,1048
22,22,0,155,6,1049
22,1,1,150,6,1050
22,6,0,154,6,1051
22,16,1,151,7,1052
22,23,0,155,7,1053
22,0,1,150,7,1054
22,7,0,154,7,1055
22,31,1,151,8,1056
22,24,0,155,8,1057
22,15,1,150,8,1058
22,8,0,154,8,1059
22,30,1,151,9,1060
22,25,0,155,9,1061
22,14,1,150,9,1062
22,9,0,154,9,1063
22,29,1,151,10,1064
22,26,0,155,10,1065
22,13,1,150,10,1066
22,10,0,154,10,1067
22,28,1,151,11,1068
22,27,0,155,11,1069
22,12,1,150,11,1070
22,11,0,154,11,1071
22,27,1,151,12,1072
22,28,0,155,12,1073
22,11,1,150,12,1074
22,12,0,154,12,1075
22,26,1,151,13,1076
22,29,0,155,13,1077
22,10,1,150,13,1078
22,13,0,154,13,1079
22,25,1,151,14,1080
22,30,0,155,14,1081
22,9,1,150,14,1082
22,14,0,154,14,1083
22,24,1,151,15,1084
22,31,0,155,15,1085
22,8,1,150,15,1086
22,15,0,154,15,1087
23,23,1,149,0,1088
23,16,0,153,0,1089
23,7,1,148,0,1090
23,0,0,152,0,1091
23,22,1,149,1,1092
23,17,0,153,1,1093
23,6,1,148,1,1094
23,1,0,152,1,1095
23,21,1,149,2,1096
23,18,0,153,2,1097
23,5,1,148,2,1098
23,2,0,152,2,1099
23,20,1,149,3,1100
23,19,0,153,3,1101
23,4,1,148,3,1102
23,3,0,152,3,1103
23,19,1,149,4,1104
23,20,0,153,4,1105
23,3,1,148,4,1106
23,4,0,152,4,1107
23,18,1,149,5,1108
23,21,0,153,5,1109
23,2,1,148,5,1110
23,5,0,152,5,1111
23,17,1,149,6,1112
23,22,0,153,6,1113
23,1,1,148,6,1114
23,6,0,152,6,1115
23,16,1,149,7,1116
23,23,0,153,7,1117
23,0,1,148,7,1118
23,7,0,152,7,1119
23,31,1,149,8,1120
23,24,0,153,8,1121
23,15,1,148,8,1122
23,8,0,152,8,1123
23,30,1,149,9,1124
23,25,0,153,9,1125
23,14,1,148,9,1126
23,9,0,152,9,1127
23,29,1,149,10,1128
23,26,0,153,10,1129
23,13,1,148,10,1130
23,10,0,152,10,1131
23,28,1,149,11,1132
23,27,0,153,11,1133
23,12,1,148,11,1134
23,11,0,152,11,1135
23,27,1,149,12,1136
23,28,0,153,12,1137
23,11,1,148,12,1138
23,12,0,152,12,1139
23,26,1,149,13,1140
23,29,0,153,13,1141
23,10,1,148,13,1142
23,13,0,152,13,1143
