CEE iTOF det-fee channel map,,,,,
Note that the first 3 lines will be passed,,,,,
detid,stripid,sideid,feeid,channelid,globalid
3,3,0,15,12,243
3,21,1,12,13,244
3,18,0,13,13,245
3,5,1,14,13,246
3,2,0,15,13,247
3,22,1,12,14,248
3,17,0,13,14,249
3,6,1,14,14,250
3,1,0,15,14,251
3,23,1,12,15,252
3,16,0,13,15,253
3,7,1,14,15,254
3,0,0,15,15,255
